OBJECTID,NAME,State,County,GEOid_1,GEOdisplay,HH0V_15,HH0V_14,HH0V_13,HH0V_12,HH0V_11,HH1V_15,HH1V_14,HH1V_13,HH1V_12,HH1V_11,HH2V_15,HH2V_14,HH2V_13,HH2V_12,HH2V_11,HH3V_15,HH3V_14,HH3V_13,HH3V_12,HH3V_11,HH4V_15,HH4V_14,HH4V_13,HH4V_12,HH4V_11,P1HH0V_15,P1HH0V_14,P1HH0V_13,P1HH0V_12,P1HH0V_11,P1HH1V_15,P1HH1V_14,P1HH1V_13,P1HH1V_12,P1HH1V_11,P1HH2V_15,P1HH2V_14,P1HH2V_13,P1HH2V_12,P1HH2V_11,P1HH3V_15,P1HH3V_14,P1HH3V_13,P1HH3V_12,P1HH3V_11,P1HH4V_15,P1HH4V_14,P1HH4V_13,P1HH4V_12,P1HH4V_11,P2HH0V_15,P2HH0V_14,P2HH0V_13,P2HH0V_12,P2HH0V_11,P2HH1V_15,P2HH1V_14,P2HH1V_13,P2HH1V_12,P2HH1V_11,P2HH2V_15,P2HH2V_14,P2HH2V_13,P2HH2V_12,P2HH2V_11,P2HH3V_15,P2HH3V_14,P2HH3V_13,P2HH3V_12,P2HH3V_11,P2HH4V_15,P2HH4V_14,P2HH4V_13,P2HH4V_12,P2HH4V_11,P3HH0V_15,P3HH0V_14,P3HH0V_13,P3HH0V_12,P3HH0V_11,P3HH1V_15,P3HH1V_14,P3HH1V_13,P3HH1V_12,P3HH1V_11,P3HH2V_15,P3HH2V_14,P3HH2V_13,P3HH2V_12,P3HH2V_11,P3HH3V_15,P3HH3V_14,P3HH3V_13,P3HH3V_12,P3HH3V_11,P3HH4V_15,P3HH4V_14,P3HH4V_13,P3HH4V_12,P3HH4V_11,P4HH0V_15,P4HH0V_14,P4HH0V_13,P4HH0V_12,P4HH0V_11,P4HH1V_15,P4HH1V_14,P4HH1V_13,P4HH1V_12,P4HH1V_11,P4HH2V_15,P4HH2V_14,P4HH2V_13,P4HH2V_12,P4HH2V_11,P4HH3V_15,P4HH3V_14,P4HH3V_13,P4HH3V_12,P4HH3V_11,P4HH4V_15,P4HH4V_14,P4HH4V_13,P4HH4V_12,P4HH4V_11,CT
1022,1003,Virginia,Arlington,1400000US51013100300,"Census Tract 1003, Arlington County, Virginia",0.78,0.61,1.39,0.86,2.26,17.06,15.01,15.95,19.06,17.07,44.29,52.64,53.54,54.04,52.64,28.79,25.33,24.47,23.69,25.78,9.08,6.41,4.65,2.34,2.26,4.75,4.35,5.00,0.00,5.26,62.34,58.70,80.00,89.13,71.05,24.05,36.96,15.00,10.87,23.68,8.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.08,2.08,1.67,7.24,7.74,6.79,8.57,5.40,61.36,71.83,67.31,73.19,73.39,29.38,18.11,22.16,14.93,18.64,2.03,2.32,1.66,1.22,0.90,0.00,0.00,0.00,0.00,0.00,13.29,7.18,6.56,4.73,13.10,24.68,29.01,39.37,43.22,38.10,31.33,45.30,45.93,52.05,48.81,30.70,18.51,8.14,0.00,0.00,0.00,0.00,0.00,0.00,2.98,6.61,8.36,7.24,14.10,10.16,45.62,53.37,61.45,50.25,46.41,37.19,31.82,23.40,29.68,33.98,10.58,6.45,7.91,5.97,6.48,51013100300
1023,1005,Virginia,Arlington,1400000US51013100500,"Census Tract 1005, Arlington County, Virginia",3.01,3.15,3.00,1.94,2.16,24.26,23.83,22.46,21.92,19.67,57.74,55.86,58.26,57.36,54.81,8.72,10.66,9.91,12.21,14.86,6.27,6.49,6.36,6.57,8.51,10.93,12.39,13.04,3.61,4.44,66.12,67.37,71.24,65.70,72.58,22.95,17.22,13.04,27.08,18.95,0.00,0.00,0.00,0.00,0.00,0.00,3.02,2.68,3.61,4.03,1.73,1.79,1.96,0.00,0.00,17.31,16.27,11.98,19.91,14.29,71.73,69.25,72.30,66.96,73.94,7.88,11.31,10.02,8.10,8.30,1.35,1.39,3.73,5.03,3.47,0.00,0.00,0.00,0.00,0.00,12.12,16.88,16.72,11.47,8.93,59.60,48.92,46.37,44.71,40.89,20.20,24.24,26.81,35.88,45.02,8.08,9.96,10.09,7.94,5.15,0.00,0.00,0.00,4.02,4.25,7.17,6.54,7.86,7.27,6.90,67.10,70.58,78.19,73.23,60.18,11.21,10.77,5.11,6.88,11.86,14.52,12.12,8.84,8.60,16.81,51013100500
1024,1009,Virginia,Arlington,1400000US51013100900,"Census Tract 1009, Arlington County, Virginia",4.77,6.93,8.19,8.35,8.42,43.31,38.39,37.49,36.83,34.24,37.33,39.67,37.19,39.27,40.19,10.99,10.05,11.57,10.91,13.50,3.60,4.97,5.58,4.63,3.65,8.32,14.59,10.49,17.90,16.46,87.85,78.76,81.95,71.83,69.83,3.84,3.22,4.63,7.64,11.39,0.00,0.00,0.00,0.00,0.00,0.00,3.43,2.93,2.62,2.32,1.99,4.36,10.68,10.48,12.31,35.79,29.22,28.73,28.95,23.35,56.26,60.53,53.04,53.33,49.04,5.96,5.88,7.55,7.24,15.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.11,20.00,16.97,22.53,13.81,53.05,58.97,52.73,50.00,57.14,17.84,21.03,30.30,27.47,29.05,0.00,0.00,0.00,0.00,0.00,6.17,5.33,0.07,0.00,0.00,17.01,19.30,19.72,17.26,18.04,42.62,43.75,41.02,50.11,53.04,22.62,18.75,18.31,19.16,18.48,11.59,12.87,14.44,13.47,10.43,51013100900
1025,1014.01,Virginia,Arlington,1400000US51013101401,"Census Tract 1014.01, Arlington County, Virginia",7.20,5.26,5.09,8.00,3.26,66.00,64.32,65.86,64.00,70.31,22.67,27.39,24.50,23.47,24.61,2.13,1.24,0.94,0.00,0.00,2.00,1.80,3.61,4.53,1.82,8.80,7.92,5.99,7.03,0.00,91.20,92.08,94.01,92.97,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.72,3.82,5.58,11.46,8.83,37.62,31.60,39.78,42.71,46.64,51.77,63.54,53.53,45.83,44.52,0.00,0.00,0.00,0.00,0.00,2.89,1.04,1.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85.71,78.95,42.86,0.00,0.00,0.00,9.21,44.64,100.00,100.00,14.29,11.84,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,32.14,44.44,36.84,27.66,51.72,21.43,0.00,0.00,0.00,0.00,21.43,55.56,63.16,72.34,48.28,51013101401
1026,1015,Virginia,Arlington,1400000US51013101500,"Census Tract 1015, Arlington County, Virginia",12.43,13.90,13.20,10.70,12.08,49.96,49.59,46.98,50.13,47.33,30.56,28.77,31.06,32.29,31.51,5.81,6.42,6.05,3.67,4.12,1.24,1.33,2.71,3.21,4.96,22.93,26.73,26.35,19.76,19.42,68.16,65.86,61.92,71.59,69.79,7.99,6.37,10.73,8.65,10.79,0.91,1.04,1.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.66,5.45,6.13,5.88,7.77,40.25,39.83,38.85,38.62,40.60,52.00,52.34,52.63,53.28,50.67,1.10,2.38,2.39,2.22,0.95,0.00,0.00,0.00,0.00,0.00,5.22,6.67,6.72,2.95,18.18,44.39,46.06,49.58,35.40,27.86,21.41,22.12,21.85,44.84,34.31,21.15,16.97,15.13,9.44,6.16,7.83,8.18,6.72,7.37,13.49,0.00,0.00,0.00,0.00,0.00,20.57,25.28,25.56,22.60,19.51,51.93,44.07,39.37,45.60,36.21,24.16,26.62,21.64,14.20,20.64,3.34,4.03,13.43,17.60,23.64,51013101500
1027,1016.01,Virginia,Arlington,1400000US51013101601,"Census Tract 1016.01, Arlington County, Virginia",8.28,6.39,5.50,9.31,7.35,59.69,60.90,53.06,54.87,53.06,25.78,23.36,34.71,32.38,35.37,5.78,4.83,4.13,0.00,0.00,0.47,4.52,2.60,3.44,4.22,3.03,1.74,1.76,6.09,5.58,89.77,95.83,96.83,93.91,94.42,6.06,1.39,1.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.14,1.04,0.00,0.00,0.00,6.56,14.16,11.68,19.74,12.30,50.58,44.21,28.04,32.19,42.90,37.84,38.20,56.07,48.07,44.79,5.02,3.43,4.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,28.57,17.14,22.22,27.27,0.00,30.61,62.86,55.56,72.73,100.00,26.53,20.00,22.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.88,5.88,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.94,25.49,71.57,75.51,71.30,16.18,17.65,5.88,0.00,0.00,0.00,50.98,16.67,24.49,28.70,51013101601
1028,1018.01,Virginia,Arlington,1400000US51013101801,"Census Tract 1018.01, Arlington County, Virginia",5.38,3.94,3.74,3.85,2.81,64.78,63.12,62.13,63.55,52.11,25.75,29.59,31.03,30.30,39.55,4.09,3.35,3.10,2.29,5.53,0.00,0.00,0.00,0.00,0.00,10.17,7.90,7.99,7.99,4.01,86.74,89.87,90.82,92.01,93.54,2.32,1.19,0.00,0.00,2.45,0.77,1.04,1.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.30,42.16,43.49,41.37,39.29,28.41,56.21,56.51,58.63,58.29,62.98,1.63,0.00,0.00,2.42,6.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.81,12.24,17.02,39.13,0.00,39.06,44.90,34.04,17.39,0.00,28.13,42.86,48.94,43.48,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.03,3.75,19.28,20.55,28.26,43.38,75.00,69.88,72.60,63.04,20.59,21.25,10.84,6.85,8.70,0.00,0.00,0.00,0.00,0.00,51013101801
1029,1019,Virginia,Arlington,1400000US51013101900,"Census Tract 1019, Arlington County, Virginia",2.19,3.96,3.01,3.15,5.04,40.84,40.77,41.38,45.33,43.26,34.36,32.31,34.75,31.27,30.55,16.65,18.27,15.92,15.08,15.13,5.96,4.68,4.95,5.18,6.01,9.92,14.72,11.04,11.07,12.73,84.92,82.61,80.84,82.08,76.40,5.16,2.68,8.12,6.84,10.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.54,38.68,39.66,53.50,52.06,46.84,50.94,51.56,37.76,41.20,8.62,10.38,8.78,8.74,6.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.21,25.49,22.75,26.44,26.78,23.22,30.98,30.33,27.59,23.85,20.38,37.65,43.60,37.36,41.42,48.34,5.88,3.32,8.62,7.95,2.84,0.00,0.00,0.00,0.00,0.00,11.19,12.37,11.15,8.43,5.19,47.90,44.17,46.62,61.04,54.98,22.38,27.56,28.38,15.66,15.58,18.53,15.90,13.85,14.86,24.24,51013101900
1030,1020.03,Virginia,Arlington,1400000US51013102003,"Census Tract 1020.03, Arlington County, Virginia",34.30,32.74,35.90,32.16,36.75,38.09,39.32,41.71,46.60,41.37,26.67,25.96,20.38,19.21,19.59,0.94,1.99,2.00,2.03,2.18,0.00,0.00,0.00,0.00,0.10,51.45,47.04,49.16,41.85,46.39,43.70,45.66,45.71,52.81,48.68,4.85,7.30,5.13,5.34,4.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.04,16.40,17.60,22.17,18.32,33.73,37.52,43.75,40.33,37.05,44.23,46.09,38.65,37.50,44.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.60,13.13,7.89,44.07,0.00,15.60,14.14,25.44,23.16,76.74,47.71,46.46,44.74,16.95,23.26,21.10,26.26,21.93,15.82,0.00,0.00,0.00,0.00,0.00,0.00,19.80,0.26,23.66,19.21,37.50,23.86,22.64,44.09,25.99,62.50,47.21,42.77,24.19,45.76,0.00,9.14,8.81,8.06,7.91,0.00,0.00,0.00,0.00,1.13,51013102003
1031,6110.13,Virginia,Loudoun,1400000US51107611013,"Census Tract 6110.13, Loudoun County, Virginia",0.58,0.00,0.81,1.02,0.73,13.78,13.55,25.11,26.67,29.35,64.32,69.16,41.04,42.48,39.24,16.24,14.52,18.35,15.94,16.73,5.08,2.77,14.69,13.90,13.94,0.00,0.00,0.00,0.00,0.00,77.84,78.40,87.86,91.07,94.75,22.16,21.60,8.93,5.36,5.25,0.00,0.00,3.21,3.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.06,12.11,19.91,36.74,33.23,79.26,81.39,66.20,58.33,59.87,9.68,6.50,6.48,0.00,0.00,0.00,0.00,7.41,4.92,6.90,2.58,0.00,0.00,0.00,0.00,3.87,0.00,23.47,20.28,8.62,70.97,74.76,30.10,39.40,40.92,17.74,22.01,41.33,36.41,45.23,4.84,3.24,5.10,3.92,5.23,0.00,0.00,0.02,2.45,1.97,0.00,0.00,3.31,4.75,3.41,61.11,70.41,51.86,50.84,45.06,27.14,23.15,15.31,13.02,18.85,11.75,6.44,27.72,28.94,30.70,51107611013
1032,6110.14,Virginia,Loudoun,1400000US51107611014,"Census Tract 6110.14, Loudoun County, Virginia",2.21,0.00,1.70,2.17,2.24,23.07,28.01,45.26,42.15,44.34,36.13,39.86,44.28,45.34,47.97,22.45,18.71,2.55,5.49,4.20,16.13,13.41,6.20,4.85,1.26,0.00,0.00,0.00,0.00,0.00,83.73,87.68,100.00,100.00,87.75,6.78,9.86,0.00,0.00,12.25,9.49,2.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.14,6.01,5.56,10.16,23.35,28.49,34.97,40.00,68.75,61.09,44.19,46.45,49.44,16.41,13.23,4.07,2.73,0.00,4.69,2.33,15.12,9.84,5.00,9.47,0.00,0.00,0.00,0.00,23.68,30.00,31.16,30.14,40.46,30.26,27.18,55.07,45.21,36.64,34.74,36.92,7.97,19.86,22.90,1.84,5.90,5.80,4.79,0.00,0.00,0.00,0.00,2.41,3.00,1.86,3.42,7.57,6.83,6.50,39.77,51.79,84.46,81.93,90.50,23.46,17.11,1.20,3.61,0.00,34.91,27.68,6.77,5.22,0.00,51107611014
1033,6110.21,Virginia,Loudoun,1400000US51107611021,"Census Tract 6110.21, Loudoun County, Virginia",1.76,2.35,0.57,0.00,0.00,26.90,26.87,15.66,19.98,27.14,51.12,51.29,66.93,62.72,59.26,14.93,16.06,13.68,14.33,11.34,5.28,3.44,3.17,2.97,2.26,0.00,0.00,0.00,0.00,0.00,86.35,81.94,73.87,88.33,96.21,10.35,10.88,22.11,11.67,3.79,0.00,3.47,0.00,0.00,0.00,3.29,3.70,4.02,0.00,0.00,2.77,4.23,0.00,0.00,0.00,9.30,21.37,13.79,6.09,6.15,70.80,65.73,79.66,67.03,76.00,17.13,8.67,6.55,26.88,17.85,0.00,0.00,0.00,0.00,0.00,5.36,7.01,0.00,0.00,0.00,27.98,17.19,15.74,19.60,26.04,40.67,41.63,72.88,74.67,69.12,19.44,34.16,11.38,5.73,4.84,6.55,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,11.19,6.90,2.88,2.54,3.13,62.13,68.61,70.13,70.66,72.20,17.78,17.36,20.30,19.75,18.42,8.89,7.13,5.54,7.05,6.25,51107611021
1034,6110.24,Virginia,Loudoun,1400000US51107611024,"Census Tract 6110.24, Loudoun County, Virginia",0.42,0.61,0.00,0.00,0.34,11.23,15.49,26.94,29.65,35.26,62.53,59.86,58.74,55.44,51.82,18.23,17.32,11.81,12.78,10.38,7.58,6.72,2.51,2.14,2.20,6.02,6.71,0.00,0.00,0.00,86.47,79.27,83.05,95.19,80.29,7.52,14.02,13.28,0.00,17.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.67,4.81,2.16,0.00,0.00,0.00,0.00,0.00,7.10,13.09,33.84,30.61,38.57,74.32,72.84,58.51,56.65,56.12,9.81,11.60,7.65,12.74,5.31,8.77,2.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.42,16.82,1.61,3.80,5.53,65.31,51.14,82.96,77.95,83.87,15.56,23.64,15.43,18.25,10.60,10.71,8.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.29,3.40,2.78,4.10,3.18,0.00,63.19,67.55,71.45,75.51,65.81,26.73,20.33,19.47,17.57,26.99,6.68,9.34,4.98,3.74,5.91,51107611024
1035,6112.09,Virginia,Loudoun,1400000US51107611209,"Census Tract 6112.09, Loudoun County, Virginia",3.13,3.36,0.78,0.89,0.00,14.84,12.50,36.74,30.51,37.86,52.16,56.77,39.03,43.47,37.23,20.25,19.80,15.33,17.64,18.02,9.62,7.57,8.13,7.49,6.89,8.15,12.83,2.56,3.09,0.00,69.57,56.02,81.12,71.36,73.62,18.21,27.49,8.96,18.18,18.80,0.00,0.00,7.36,7.38,7.58,4.08,3.66,0.00,0.00,0.00,2.32,1.50,0.00,0.00,0.00,7.38,5.39,19.78,19.19,23.78,73.52,77.94,70.49,66.67,58.80,11.87,11.78,9.73,14.15,17.42,4.92,3.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.20,2.92,9.67,51.32,57.88,58.03,65.26,44.24,29.10,32.53,31.75,28.57,42.38,19.58,9.59,4.01,3.25,3.72,3.00,1.84,0.00,0.00,0.00,2.61,2.89,20.23,14.53,22.63,49.61,48.82,26.59,31.55,33.74,33.16,33.29,23.12,26.77,18.79,11.62,13.16,30.06,27.15,24.85,51107611209
1036,6118.06,Virginia,Loudoun,1400000US51107611806,"Census Tract 6118.06, Loudoun County, Virginia",0.00,0.00,0.65,1.09,1.09,11.00,11.73,8.47,10.03,11.21,62.04,62.16,68.44,64.20,64.35,19.79,19.46,13.13,13.41,13.74,7.16,6.65,9.31,11.27,9.60,0.00,0.00,0.00,0.00,0.00,73.60,55.51,72.86,83.61,100.00,26.40,44.49,27.14,16.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.31,11.32,19.54,21.65,20.09,64.58,64.32,80.46,78.35,75.80,21.53,20.07,0.00,0.00,4.11,5.59,4.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.79,5.38,9.38,7.22,14.62,59.28,60.22,62.67,58.42,52.31,30.93,28.76,21.18,26.80,24.23,0.00,5.65,6.77,7.56,8.85,0.00,0.00,0.01,2.04,1.97,3.17,3.51,1.42,4.26,4.05,66.98,65.96,70.54,66.20,70.64,18.45,20.66,13.39,10.56,10.79,11.40,9.87,13.47,16.94,12.55,51107611806
1037,9009.05,Virginia,Prince William,1400000US51153900905,"Census Tract 9009.05, Prince William County, Virginia",5.53,3.10,4.24,5.78,8.82,19.24,20.63,26.40,26.95,26.30,41.94,45.08,39.94,39.56,39.87,21.49,21.41,17.87,16.70,17.98,11.81,9.78,11.54,11.01,7.02,28.48,16.24,10.39,17.20,20.88,63.58,79.34,58.06,45.91,39.36,7.95,4.43,23.48,20.37,27.11,0.00,0.00,0.00,3.34,3.01,0.00,0.00,8.06,13.19,9.64,2.00,2.01,0.00,0.00,8.15,18.64,10.03,20.91,21.86,22.04,48.10,51.38,52.26,50.00,42.33,25.85,29.82,21.95,15.23,18.21,5.41,6.77,4.88,12.90,9.27,0.00,0.00,6.31,4.55,3.53,9.50,7.73,20.98,27.27,36.47,59.35,69.89,39.31,34.30,29.75,19.29,14.09,22.81,30.58,28.57,11.87,8.29,10.59,3.31,1.68,0.00,0.00,0.02,1.64,5.14,2.84,9.77,10.23,15.07,11.35,44.15,44.34,43.25,50.82,56.28,29.93,29.30,24.97,19.59,19.52,23.08,16.59,20.05,12.88,7.72,51153900905
1038,9012.12,Virginia,Prince William,1400000US51153901212,"Census Tract 9012.12, Prince William County, Virginia",1.28,1.15,1.10,1.12,0.90,27.02,25.90,4.24,3.37,6.47,32.44,34.00,39.19,37.36,39.15,19.44,23.24,35.61,36.35,35.77,19.83,15.71,19.87,21.80,17.72,7.34,3.15,6.19,10.08,8.86,58.73,61.42,43.36,46.22,57.59,21.52,23.10,23.89,32.77,25.32,0.00,0.00,17.70,10.92,8.23,12.41,12.34,8.85,0.00,0.00,0.00,0.00,0.00,0.00,0.26,36.18,43.01,2.66,0.00,1.96,47.95,38.42,56.98,48.88,51.44,15.87,18.57,22.46,36.50,39.66,0.00,0.00,17.89,14.62,6.68,0.00,3.08,0.00,0.00,0.00,19.86,11.45,0.00,0.00,0.00,22.60,35.24,31.47,34.48,39.74,42.47,37.67,38.93,33.62,35.90,15.07,12.56,29.60,31.90,24.36,0.00,0.00,0.02,1.44,0.00,11.14,7.39,1.29,0.90,1.65,30.52,35.34,21.81,24.37,25.55,22.49,28.75,56.19,43.32,38.24,35.84,28.52,18.30,29.96,34.56,51153901212
1039,9013.06,Virginia,Prince William,1400000US51153901306,"Census Tract 9013.06, Prince William County, Virginia",0.97,2.54,7.73,7.62,5.70,6.38,6.91,43.40,43.21,42.22,39.54,37.60,39.62,34.84,40.77,30.09,29.40,8.15,10.25,8.51,23.02,23.55,1.09,4.08,2.81,0.00,0.00,15.61,16.73,11.36,40.13,41.79,83.12,82.42,86.36,40.76,52.24,1.27,0.85,2.27,12.74,0.00,0.00,0.00,0.00,6.37,5.97,0.00,0.00,0.00,0.00,0.00,3.42,4.18,4.63,4.42,6.69,28.95,29.09,20.57,53.94,53.85,61.32,56.08,62.52,27.44,25.08,3.42,8.17,10.05,14.20,14.38,2.89,2.47,2.23,2.39,5.25,4.68,3.78,2.69,3.72,4.00,19.55,22.42,14.67,35.11,30.00,56.21,48.87,61.61,38.03,34.50,19.55,24.94,21.03,20.74,26.25,0.00,0.00,0.00,1.36,3.91,0.00,0.00,0.00,1.19,0.89,6.95,12.78,19.87,26.53,22.24,75.22,55.37,59.16,32.48,37.37,15.15,17.04,9.93,38.44,35.59,2.67,14.81,11.04,51153901306
1040,9014.15,Virginia,Prince William,1400000US51153901415,"Census Tract 9014.15, Prince William County, Virginia",1.34,0.33,1.38,2.00,1.71,22.06,19.45,16.71,23.83,21.71,46.03,52.42,49.38,47.96,55.09,17.96,18.03,17.47,11.10,7.96,12.61,9.77,15.06,15.10,13.53,8.59,0.00,0.00,0.00,0.00,48.44,55.00,84.81,78.02,51.56,35.16,33.33,15.19,21.98,48.44,7.81,11.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.40,1.20,0.00,0.00,0.00,3.85,8.11,34.14,27.94,22.26,71.15,76.28,53.01,58.30,63.12,22.60,14.41,5.62,3.24,1.99,0.00,0.00,7.23,10.53,12.62,0.00,0.00,0.00,0.00,0.00,42.04,45.08,5.10,22.11,19.17,25.31,18.65,58.60,44.74,48.70,18.78,26.94,24.84,23.16,21.24,13.88,9.33,11.46,10.00,10.88,0.00,0.00,0.02,3.28,2.92,14.77,14.05,8.52,17.01,19.70,48.05,51.96,49.74,48.48,54.13,18.18,17.81,20.77,11.91,7.62,18.99,16.18,18.90,19.32,15.63,51153901415
1041,9015.09,Virginia,Prince William,1400000US51153901509,"Census Tract 9015.09, Prince William County, Virginia",1.47,3.07,1.21,1.15,2.71,9.65,12.46,15.72,16.28,18.59,41.55,36.48,53.87,53.65,48.79,30.48,28.44,20.77,21.55,22.44,16.85,19.55,8.43,7.36,7.48,7.53,14.47,0.00,0.00,0.00,49.82,57.89,96.48,95.88,100.00,33.33,22.70,3.52,4.12,0.00,6.45,4.93,0.00,0.00,0.00,2.87,0.00,0.00,0.00,0.00,0.89,1.48,4.95,4.64,10.83,2.07,2.56,5.73,6.83,8.55,59.38,46.36,58.59,62.30,54.70,29.69,34.50,30.73,26.23,25.93,7.98,15.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.23,12.90,0.00,0.00,0.00,32.69,36.87,73.93,71.43,65.63,47.69,37.79,16.79,17.78,23.44,10.38,12.44,9.29,10.79,10.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.56,4.96,2.75,29.45,30.36,57.55,55.04,55.84,34.95,29.60,22.79,27.60,28.18,35.60,40.04,15.10,12.40,13.23,51153901509
1042,102.01,Virginia,Stafford,1400000US51179010201,"Census Tract 102.01, Stafford County, Virginia",0.00,0.00,0.96,0.72,0.85,68.18,68.18,10.54,11.76,14.17,31.82,31.82,40.09,38.24,34.11,0.00,0.00,32.12,33.69,33.53,0.00,0.00,16.29,15.58,17.35,0.00,0.00,2.14,5.43,5.97,0.00,0.00,67.14,72.87,79.48,0.00,0.00,16.43,9.30,8.58,0.00,0.00,11.43,12.40,5.97,0.00,0.00,2.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,88.24,83.33,3.08,5.92,8.68,11.76,16.67,49.78,52.51,41.01,0.00,0.00,35.68,31.36,36.59,0.00,0.00,11.45,10.21,13.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,38.72,43.81,36.23,0.00,0.00,35.38,37.86,38.16,0.00,0.00,25.90,18.33,25.60,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.98,30.48,36.87,0.00,0.00,35.44,42.81,39.65,0.00,0.00,21.52,26.71,23.48,51179010201
1043,2008.01,Virginia,Alexandria,1400000US51510200801,"Census Tract 2008.01, Alexandria city, Virginia",4.63,4.59,14.99,10.66,11.89,22.39,21.69,55.84,56.42,57.31,55.44,57.98,24.39,27.45,24.00,13.56,12.72,4.78,5.47,5.83,3.98,3.02,0.00,0.00,0.96,7.75,5.93,18.40,15.52,16.45,85.92,89.63,78.53,81.76,77.80,6.34,4.44,3.07,2.72,5.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.31,6.94,11.11,9.70,8.78,17.28,18.40,42.28,43.67,47.59,53.82,54.86,46.60,46.63,36.83,18.94,16.32,0.00,0.00,3.12,3.65,3.47,0.00,0.00,3.68,4.62,4.72,20.23,2.48,11.49,3.59,6.69,10.98,11.80,9.20,58.97,62.20,42.77,56.52,56.90,24.62,21.26,26.01,29.19,22.41,8.21,5.12,0.00,0.00,0.00,1.37,1.42,0.06,4.23,4.57,9.28,6.03,43.40,38.03,54.34,78.69,82.98,41.04,44.60,27.85,7.22,7.45,9.43,13.15,13.24,3.44,2.13,0.00,0.00,0.00,51510200801
1044,2008.02,Virginia,Alexandria,1400000US51510200802,"Census Tract 2008.02, Alexandria city, Virginia",11.63,10.47,5.81,6.53,3.67,58.67,57.25,24.51,25.03,23.54,24.29,27.01,53.66,51.97,55.57,5.41,5.27,14.35,14.68,15.27,0.00,0.00,1.68,1.79,1.95,10.96,12.54,7.26,7.55,5.72,87.48,86.24,81.28,80.86,78.31,1.57,1.22,7.82,8.09,11.75,0.00,0.00,3.63,3.50,4.22,0.00,0.00,0.00,0.00,0.00,10.37,8.58,8.75,9.35,3.74,40.49,45.34,9.68,9.20,12.57,40.74,38.97,65.12,67.66,70.96,8.40,7.11,16.45,13.80,11.68,0.00,0.00,0.00,0.00,1.05,22.84,13.95,5.41,5.53,3.96,11.73,5.81,19.82,20.10,16.30,52.47,66.86,55.86,49.25,57.27,12.96,13.37,13.51,19.60,16.30,0.00,0.00,5.41,5.53,6.17,8.30,5.66,0.00,2.26,2.14,59.52,43.40,6.78,6.38,5.63,25.61,41.51,69.58,64.81,63.11,6.57,9.43,19.69,22.43,26.60,0.00,0.00,3.94,4.12,2.52,51510200802
